spp	tribe	tissue	sex	OT	OTRa	OTRb	VT	VTR1Aa	VTR1Ab	VTR2Aa	VTR2Ab	VTR2Ba	VTR2Bb
Petpol	Tropheini	brain	M	198.2972	7.948333	7.205506	70.56367	9.421328	1.659835	5.817399	1.41714	1.683928	4.904364
Petpol	Tropheini	liver	M	0	0	0	0	0	0	10.6571	0.2271595	0	0
Petpol	Tropheini	testes	M	0.6739598	0	0	0	2.305484	0	0.389787	0	0.7898055	0
Petpol	Tropheini	gills	M	0	2.449296	2.485377	0	3.814836	0.8281132	0.3224862	0	0	0
Petpol	Tropheini	lpj	M	0	1.923262	0.8233288	0	9.688655	0	10.11322	0.7286753	1.154473	0
Petpol	Tropheini	brain	M	1037.704	5.408294	5.810786	193.6554	6.131846	0.9680603	2.638894	1.928532	1.52773	4.449443
Petpol	Tropheini	liver	M	0	0	0	0	0	0	8.241836	0	0	0
Petpol	Tropheini	testes	M	2.075267	0.5064364	0.1927113	0	1.77477	0.6849099	0.6001191	0.1705564	0	4.722022
Petpol	Tropheini	gills	M	0	2.839667	2.633871	0	4.975706	0.9000928	0.8412401	0.179313	0.8522809	0.6205572
Petpol	Tropheini	lpj	M	0	1.165395	2.217305	0	11.23112	0.1970115	7.135032	0	3.730929	0
Petpol	Tropheini	brain	M	463.6596	7.071803	3.748168	50.82354	3.097828	1.537068	3.741059	1.020696	2.425702	2.649279
Plepar	Perissodini	liver	M	0	0	0	0.5894089	5.953455	0	1.388342	0	0	0
Plepar	Perissodini	testes	M	0.8119511	1.188864	2.488153	1.993626	36.45502	0.200979	0.5869935	0.4003825	0	0.6928115
Plepar	Perissodini	gills	M	0	0.7952574	20.15414	0	22.85277	4.839815	1.225077	0.1606949	0	0
Plepar	Perissodini	lpj	M	0.7775757	2.466817	2.599432	0	20.61449	0.3849403	10.45584	0.1917158	0.9112318	0
Plepar	Perissodini	brain	M	215.855	9.010373	5.934229	95.88815	4.250643	1.757556	5.954563	2.450935	4.160492	3.635172
Plepar	Perissodini	liver	M	0	0.06826779	0	0.3434383	3.229734	0	2.14375	0	0	0
Plepar	Perissodini	testes	M	0	10.7342	0.3604079	2.382401	38.44703	0.9606867	1.402925	0.7974347	0	0
Plepar	Perissodini	gills	M	0	0.6596269	18.5241	0.6636837	12.25156	4.817266	1.797789	0	0	1.383834
Plepar	Perissodini	lpj	M	0	2.267299	2.243182	0	7.151028	0.3066319	11.64242	0.4581452	3.26637	1.585525
Plepar	Perissodini	brain	M	150.9752	10.01172	5.028806	104.7622	2.806828	0.4061986	2.61002	2.427639	3.846218	0
Plepar	Perissodini	liver	F	0	0.2129176	0	0	4.476927	0	1.387672	0	0	0
Plepar	Perissodini	ovaries	F	0	0.0656663	0	0	0.2301229	0	0.3112541	0	0.1576696	0.4592053
Plepar	Perissodini	gills	F	1.018926	0.7459587	9.367227	0	13.94218	3.278738	1.620573	0	0	1.738833
Plepar	Perissodini	lpj	F	0	3.484906	0.6416571	0.5655385	15.95518	1.482322	11.12316	1.249357	1.889438	0.7861288
Plepar	Perissodini	brain	F	233.0427	8.124344	6.451847	119.0606	5.570449	1.074859	5.232184	2.498175	3.392546	1.235079
Plepar	Perissodini	liver	F	0.4346609	0	0	0.5336227	1.208098	0	3.802238	0	0	0
Plepar	Perissodini	ovaries	F	0.4059365	0.09906243	0	0	0.3471572	0	0.9977928	0	0	0.6927448
Plepar	Perissodini	gills	F	0.7313349	0.3569416	12.42798	0	11.25789	5.068682	2.114851	0	0	1.248049
Plepar	Perissodini	lpj	F	0.7768548	2.654109	0.6492554	0	3.654018	0	8.424313	0.1915381	2.731161	1.988595
Plepar	Perissodini	brain	F	201.7568	8.051104	7.423436	87.23744	2.170347	1.88453	4.036335	3.754289	4.461066	1.082721
Plepar	Perissodini	liver	F	0	0	0	0	1.564906	0	0.970119	0	0	0
Plepar	Perissodini	ovaries	F	0	0	0	0	1.044398	0	1.261257	0	0	0.59545
Plepar	Perissodini	gills	F	0	2.383185	47.27005	0	15.65944	2.266203	2.294529	0.3009761	0	0.5208013
Plepar	Perissodini	lpj	F	0.4471525	1.636808	1.494829	0	8.412914	0.4427274	15.71069	0.2204961	0.7860192	0
Plepar	Perissodini	brain	F	372.4856	9.522782	4.150726	208.1766	3.943953	1.229331	5.847342	1.574374	4.157253	3.632342
Plepar	Perissodini	liver	M	0	0	0	0	3.538581	0.1204933	3.026523	0	0	0
Plepar	Perissodini	testes	M	0	5.800887	0.7095144	0	19.96578	0.6304163	0.2454985	0.4186304	0	0.7243871
Plepar	Perissodini	gills	M	0.5821905	1.420745	17.35415	0	11.70041	2.017502	1.599382	0.2870849	0	0.9935286
Plepar	Perissodini	lpj	M	0	3.725807	0.5316599	0	8.432532	0.6298525	12.78517	0.156846	2.236483	0.5428045
Plepar	Perissodini	brain	M	314.1377	7.274342	2.555135	206.9048	2.451193	0.2837855	7.625366	1.413366	2.687111	1.956522
Plestr	Perissodini	liver	M	0	0.1375968	0	0	1.446594	0	15.16365	0	0.3303799	0
Plestr	Perissodini	testes	M	0	0.9810137	0.8959188	0	24.40904	62.09111	0.3487457	0.19823	0	2.744096
Plestr	Perissodini	gills	M	0	1.454942	12.54919	1.626545	12.18032	7.05085	10.91919	0.3266612	0	0
Plestr	Perissodini	lpj	M	0	3.491554	1.107184	0	9.516811	0.5902517	15.1706	0	0.4657485	0.6782355
Plestr	Perissodini	brain	M	0	12.80589	4.872953	3.57907	5.609667	1.082427	5.05826	2.156369	1.708216	2.487549
Plestr	Perissodini	liver	M	0	0	0.194784	0	3.28874	0	15.872	0	0	0
Plestr	Perissodini	testes	M	0	0.2040519	0.6988202	1.026534	15.37433	87.54891	0.4835964	0.2061602	0	0
Plestr	Perissodini	gills	M	0	2.469523	13.43237	0	17.81761	4.862369	0.9467588	0.146767	0.3487944	0
Plestr	Perissodini	lpj	M	0	2.220673	2.353984	0	15.84231	1.287112	11.65362	0	1.142571	1.109228
Plestr	Perissodini	brain	M	337.9202	11.23489	5.899706	76.86713	4.724626	1.823303	5.059004	2.043176	4.855643	3.928288
Plestr	Perissodini	liver	F	0.3342781	0	0	0	5.288686	0	6.814916	0	0	0.2852287
Plestr	Perissodini	ovaries	F	0	0	0	0	0.1510815	0	0.2554327	0	0	1.507399
Plestr	Perissodini	gills	F	0.7697159	3.193231	33.2366	0	17.44393	6.668362	2.003256	0.1897779	0.4510105	0
Plestr	Perissodini	brain	F	175	9.618472	10.10177	108.3894	4.719015	1.560975	4.33114	1.943571	2.771358	6.72621
Plestr	Perissodini	ovaries	F	0	0	0	0	0.3885015	0	0.06568376	0	0.7985498	0
Plestr	Perissodini	gills	F	0	2.749996	19.39402	0	15.41946	5.888612	2.824208	0.1852274	0.146732	0
Plestr	Perissodini	lpj	F	0	0.9384325	1.499804	0	11.18148	0	8.340206	0.3792515	0	0.656247
Plestr	Perissodini	brain	F	278.3106	6.147689	4.67869	98.67343	6.155468	0.8908071	4.336258	1.183088	1.405814	3.070776
Plestr	Perissodini	liver	F	0	0	0	0	2.841944	0	1.537555	0	0	0
Plestr	Perissodini	ovaries	F	0	0.119008	0	0	0.2085275	0.8449753	0.07051129	0	0	0.4161122
Plestr	Perissodini	gills	F	0	4.881348	35.82266	0	17.92092	9.077181	1.928106	0.3522703	0.2790588	0
Plestr	Perissodini	lpj	F	0	2.595662	2.037157	0	12.50743	0.8227501	8.458499	0	0.3895233	0.5672343
Plestr	Perissodini	brain	F	147.5773	8.557766	4.070547	59.19649	3.123967	3.616754	5.070408	2.161547	3.424636	0
Plestr	Perissodini	liver	F	0	0.1448521	0.1653592	0	1.776684	1.322322	1.802298	0	0	0
Plestr	Perissodini	ovaries	F	0	0	0	0	0.8613304	0.3739501	0.07281236	0	0	0
Plestr	Perissodini	gills	F	0	6.938759	35.64494	0	23.70847	7.565891	3.288927	1.051568	0.8330232	0
Plestr	Perissodini	lpj	F	0.289751	2.050566	4.601022	0	23.54055	0.7172088	12.56839	0.1428796	2.716446	1.483411
Plestr	Perissodini	brain	F	213.4844	8.620454	3.850777	105.5901	7.224074	4.181815	7.328224	1.5147	5.399566	3.931496
Pscbab	Tropheini	gills	M	0	10.62089	11.7626	0.7974787	36.10911	2.733411	4.226504	0.4804762	1.52248	1.662807
Pscbab	Tropheini	lpj	M	0	1.915357	5.539183	0	20.1367	0.2590349	13.01276	0.2580197	7.664852	0.4464706
Pscbab	Tropheini	testes	M	0	0	0.1810715	1.595914	5.558579	0	0.4698931	0	7.997811	2.218405
Pscbab	Tropheini	lpj	M	0	2.986735	4.140198	0	14.57876	0.2163906	20.72979	0.2155425	12.29377	0.7459384
Pscbab	Tropheini	liver	M	0	0.1084611	0.1238163	0	3.230801	0.110013	6.876072	0	1.302115	0
Pscbab	Tropheini	testes	M	0.7528181	0	0	0.9242166	10.94478	0.186342	4.245101	0	4.411093	0.6423552
Pscbab	Tropheini	brain	M	360.0292	5.857299	14.71037	135.5464	6.671108	0.5941105	7.287846	1.183564	15.47018	2.048008
Pscbab	Tropheini	gills	M	0	10.01853	11.59573	0	35.10924	2.258195	5.523686	0.2811681	3.341004	3.405682
Pscbab	Tropheini	lpj	M	0	0.495605	1.508718	0	27.789	0	24.47017	0.3338173	3.569951	0
Pscbab	Tropheini	liver	M	0	0	0.1176397	0	1.986233	0	3.78551	0	1.484591	0
Pscbab	Tropheini	testes	M	0.353607	0.345169	0	1.302345	4.384873	0.1750538	0.8180395	0.1743677	11.81006	1.206886
Pscbab	Tropheini	brain	M	37.06513	7.714994	12.1479	20.07528	3.729192	0.8095219	8.511651	1.075132	5.748908	1.860381
Pscbab	Tropheini	gills	F	0	11.3591	12.18607	0	38.84793	2.221035	3.486716	0.1382706	0.3286025	4.306679
Pscbab	Tropheini	lpj	F	0	0.9364476	4.276092	0	18.45964	0.1187308	18.51771	0	17.14465	0
Pscbab	Tropheini	liver	F	0	0.1219053	0.1391638	0	2.776855	0	5.200411	0	0	0
Pscbab	Tropheini	ovaries	F	0	0.2258261	0.6444922	0	3.363413	0	0.2007002	0	0	0.3948011
Pscbab	Tropheini	brain	F	86.45596	7.217813	5.070559	72.62204	6.323577	1.407901	4.934419	0.8414298	7.998689	2.911976
Pscbab	Tropheini	gills	F	0	8.87038	14.17666	0	31.32473	3.322079	4.204503	0.1378774	1.63834	1.431477
Pscbab	Tropheini	lpj	F	0	0.5250417	2.197702	0	11.95981	0	20.1167	0	14.28752	0
Pscbab	Tropheini	liver	F	0	0	0.1300545	0	0.7984891	0	5.737507	0	0	0
Pscbab	Tropheini	ovaries	F	0	0.07664651	0.2624927	0	1.477312	0	0.1816498	0	0.3680676	0.267995
Pscbab	Tropheini	brain	F	126.9359	5.036866	10.34991	69.68285	5.295401	2.29902	7.908402	1.526673	4.232858	0.8805717
Pscbab	Tropheini	gills	F	0	12.24311	14.84993	0.9623759	41.22914	2.522465	4.873746	0.3865505	1.837288	0
Pscbab	Tropheini	liver	F	0	0	0	0	2.070556	0	2.609597	0	0	0
Pscbab	Tropheini	ovaries	F	0	0	1.009888	0	2.518895	0	0.2620729	0	0.2655124	0.7732927
Pscbab	Tropheini	brain	F	85.50961	9.378553	9.100355	49.54022	8.627448	1.664729	4.584292	1.184432	7.31854	3.279217
Pscple	Tropheini	liver	M	0	0	0.2987397	0	1.528464	0.08847852	6.357051	0	0	0
Pscple	Tropheini	testes	M	1.243593	0.1517396	0	3.816822	1.063521	0.1539107	0.8990452	0.306615	2.186027	1.061117
Pscple	Tropheini	gills	M	0	9.673279	6.768138	0	18.04318	5.538853	2.773229	0	1.873084	0.5455271
Pscple	Tropheini	lpj	M	0	2.09908	3.317887	0	8.770704	0	6.218439	0.3262721	1.938478	0
Pscple	Tropheini	brain	M	131.1839	10.50039	9.648037	30.92185	9.42384	2.337942	2.731344	1.035013	2.459726	1.790959
Pscple	Tropheini	liver	F	0	0.2078242	0.1186232	0	1.820763	0	4.986935	0	0	0
Pscple	Tropheini	ovaries	F	0	0	0	0	0.3917696	0.1133922	0.1987089	0	0.5368448	0.3908839
Pscple	Tropheini	gills	F	0	9.72025	4.998366	0	13.50281	3.019974	2.334799	0.2654239	2.102615	0.3061884
Pscple	Tropheini	lpj	F	0	2.014294	2.508505	0	10.26756	0.3714753	8.462668	0	1.758715	0.640272
Pscple	Tropheini	brain	F	79.14212	6.35309	11.60402	42.18828	6.679185	1.804317	3.463023	1.026997	3.050846	1.77709
Pscple	Tropheini	testes	M	0	0.4861073	0.7399025	0.8151617	2.839214	0.3287083	0.6720343	0.32742	1.167179	0
Pscple	Tropheini	liver	M	0	0	0	0	1.892593	0	3.642846	0.08394425	0.1994949	0
Pscple	Tropheini	gills	M	0.8204175	17.61848	8.685064	0	15.08487	2.843045	3.558685	0.6068362	1.442156	0
Pscple	Tropheini	lpj	M	0	5.291501	1.887698	0	11.5898	0	14.0103	0	3.573359	0.5781802
Pscple	Tropheini	brain	M	323.4064	7.107906	9.513191	82.61356	4.294681	0.4972142	4.211378	0.9905309	5.885034	2.570983
Pscple	Tropheini	ovaries	F	0	0	0	0	0.8655617	0	5.999944	0	0	2.159013
Pscple	Tropheini	liver	F	0	0	0	0	1.145167	0	6.505389	0	0	0
Pscple	Tropheini	gills	F	0	11.25228	10.35292	0	8.239688	2.384863	4.577263	0.5090391	1.20974	0
Pscple	Tropheini	lpj	F	0	2.129499	2.430978	0.5101418	5.863531	0.1028556	18.56518	0.204905	5.600041	0
Pscple	Tropheini	brain	F	152.2817	9.963714	10.14465	70.4459	7.077795	2.18514	3.35059	1.36036	9.698757	3.766291
Pscple	Tropheini	testes	M	0	0.1908586	0	2.880486	3.009826	1.935894	1.583151	0.1928306	0.9165306	0.6673383
Pscple	Tropheini	liver	M	0	0	0.247344	0	1.898257	0	4.814061	0	0	0
Pscple	Tropheini	gills	M	0	12.2653	8.266086	0	10.09839	2.548115	3.939991	0.1493016	1.419272	0.5166954
Pscple	Tropheini	lpj	M	0	4.613663	4.213465	0	4.52711	0.374374	13.12108	0.1864533	0.4431096	0
Pscple	Tropheini	brain	M	253.8723	7.690786	6.584694	45.13883	7.112283	1.950206	4.050426	1.295042	5.64243	2.987876
Pscple	Tropheini	ovaries	F	0	0.1464831	0	0	0.5133396	0	0.5207404	0.1479966	0	0.5121791
Pscple	Tropheini	liver	F	0	0	0.1596516	0	1.715358	0	11.51773	0	0	0
Pscple	Tropheini	gills	F	0	11.21769	10.74774	0	7.01993	2.641367	3.560568	1.214314	1.44292	0
Pscple	Tropheini	lpj	F	0	2.420446	2.33802	0.9366661	10.11349	0	15.22347	0	4.470512	0
Pscple	Tropheini	brain	F	224.7461	10.59822	7.561647	79.97548	6.96388	2.95621	4.081583	1.070772	4.45324	0.9264183
Simdia	Tropheini	liver	M	0.2003282	0	0	0	3.597737	0	4.199943	0	0	0
Simdia	Tropheini	testes	M	1.316542	0.6425631	1.833831	3.232575	22.51816	0.3258784	0.3807135	0.1623006	1.542841	0.5616815
Simdia	Tropheini	gills	M	0	6.281065	6.865174	0	24.58736	1.355518	1.583609	0	0.9626357	0.467272
Simdia	Tropheini	lpj	M	0	5.511804	3.370781	0	19.31572	0.1996667	15.62871	0.3977682	7.562424	0.6882878
Simdia	Tropheini	brain	M	194.9976	7.931016	3.688598	44.33219	6.176373	1.489721	6.265418	0.8903293	7.758237	2.054137
Simdia	Tropheini	liver	M	0	0.1437908	0	0.7233757	5.039045	0	4.685719	0	0.3452521	0.5027654
Simdia	Tropheini	testes	M	0	0.3139638	0.5376187	0.7897368	14.85356	0.159228	1.488168	0	0	0.5488881
Simdia	Tropheini	gills	M	0	4.430335	8.169888	0	25.67727	0.4608947	2.75955	0.1147721	0.2727578	0.7943946
Simdia	Tropheini	lpj	M	0	3.85638	1.467446	0	8.108644	0.5215409	13.25227	0.2597484	4.321076	0
Simdia	Tropheini	brain	M	58.17148	8.350493	5.719617	4.200925	9.26684	1.411662	7.256481	1.968581	8.020056	2.919755
Simdia	Tropheini	liver	M	0	0	0	0	0	0	3.063516	0	0	0
Simdia	Tropheini	testes	M	0	0.36335	0	1.827923	6.36667	0.1842744	0	0	0.8724297	0
Simdia	Tropheini	gills	M	0	3.600949	16.44298	0	24.29209	0.5478706	2.773593	0.3638156	0.8646139	0
Simdia	Tropheini	lpj	M	0	2.899271	1.418455	0	16.6919	0.4201076	16.19635	0.2092306	3.48068	0
Simdia	Tropheini	brain	M	151.4149	6.747468	2.934372	14.54779	2.252002	2.933147	3.807449	1.947768	7.714839	3.370367
Simdia	Tropheini	liver	F	0	0.2481975	0	0	3.69661	0	11.69088	0	0.5959403	0
Simdia	Tropheini	ovaries	F	0	0	0	0	0.4278655	0	0.144678	0	0.5863074	0.8537965
Simdia	Tropheini	gills	F	0	7.755276	17.24047	1.026707	29.32343	1.035031	4.111261	0.6185849	3.920207	0.7135888
Simdia	Tropheini	lpj	F	0	7.289911	3.598687	0.9911818	18.64238	1.398905	12.37396	0.1990604	0.4730704	0.6888978
Simdia	Tropheini	brain	F	13.86819	15.93903	9.222407	19.2225	7.269086	2.879069	6.985785	1.544192	7.07747	5.725779
Simdia	Tropheini	liver	F	0	0.09117264	0	0	1.437786	0	10.91185	0	0.2189121	0
Simdia	Tropheini	ovaries	F	0	0	0	0	1.239156	0	0.419007	0	0.2830041	3.296946
Simdia	Tropheini	gills	F	0	4.984611	10.64636	0	21.1309	0.4892836	2.000651	0.6498213	1.930389	1.686651
Simdia	Tropheini	lpj	F	0	3.601835	2.153777	0	14.7261	0.3479399	8.739476	0	5.353689	0
Simdia	Tropheini	brain	F	141.1681	14.94994	3.339087	42.50968	10.25041	1.977892	5.006537	0.6567135	6.242764	3.40908
Simdia	Tropheini	ovaries	F	0	0.07451589	0	0	2.611356	0	0.3532005	0.07528583	0.1789181	1.302726
Simdia	Tropheini	gills	F	0.6370686	3.264799	12.7783	0.7821138	24.51697	0.315382	2.671269	0.157073	0.7465732	0
Simdia	Tropheini	lpj	F	0	2.607837	2.592902	0	12.67665	0.2559822	9.420263	0.169986	4.44372	0
Simdia	Tropheini	brain	F	69.21843	9.853475	5.463537	9.914076	4.932971	1.142224	4.837287	1.422184	4.055813	1.968728
Spaery	Eretmodini	gills	M	0.7933062	0.3871879	25.63618	0	7.123579	4.320005	4.702817	0.3911885	0.9296662	0
Spaery	Eretmodini	lpj	M	0	1.489141	2.472672	0	6.879046	0.4119401	14.83875	0	2.600389	0.4733445
Spaery	Eretmodini	liver	M	0	0	0	0	1.404132	0	9.631491	0	0.2748704	0
Spaery	Eretmodini	testes	M	2.511143	0.2042684	3.497808	3.08287	15.39064	2.486292	1.815411	0.825516	3.923706	0
Spaery	Eretmodini	brain	M	8.405526	15.53079	11.37366	0	3.594206	2.080586	7.639289	2.072431	5.628764	0
Spaery	Eretmodini	gills	F	0	1.401793	29.80464	0	7.675756	1.955044	4.464213	0	1.262178	0.6126724
Spaery	Eretmodini	lpj	F	0	0.7589854	1.949483	0	7.97943	0.7698449	16.41379	0	3.189163	0
Spaery	Eretmodini	liver	F	0.3974936	0.1940042	0.3322048	0	1.699684	0.19678	9.31062	0	0	0
Spaery	Eretmodini	ovaries	F	0	0	4.088042	0	2.556394	0.1345296	0.23575	0	0.3184588	0.9274965
Spaery	Eretmodini	brain	F	842.0463	18.71284	13.30091	94.13965	9.27988	1.432497	5.439008	3.210486	11.86854	2.469041
Spaery	Eretmodini	gills	M	0	0.8866556	30.81531	0	8.803793	2.098464	4.436173	0.09953522	1.182736	0.6889326
Spaery	Eretmodini	lpj	M	0	1.714273	9.132514	0	11.51446	2.318401	10.32621	0.5773286	2.058047	0.9989944
Spaery	Eretmodini	testes	M	1.092122	0.799546	1.82548	1.340772	0.9339839	0	1.105357	1.077076	3.839536	3.72749
Spaery	Eretmodini	brain	M	55.06318	13.77324	8.053322	21.96991	4.709007	3.066652	9.15572	0.3394037	9.679183	0
Spaery	Eretmodini	gills	M	0	1.204192	32.3048	0.5048324	11.78084	3.257123	7.194196	0.2027724	1.927568	0
Spaery	Eretmodini	lpj	M	0	2.167653	4.366823	0	7.819807	0.3880001	15.26071	0.1288265	4.592375	0
Spaery	Eretmodini	liver	M	0	0.270143	0	0	0.9466968	0	15.52558	0	0	0
Spaery	Eretmodini	testes	M	1.474128	0	91.16805	0	15.12811	1.45954	26.0033	0	0	0
Spaery	Eretmodini	brain	M	344.8297	18.0322	14.8068	74.80051	5.543207	4.813212	8.996998	2.237362	14.43221	4.424541
Spaery	Eretmodini	gills	F	0	0.9755992	32.17406	0	8.167414	1.979116	5.202312	0.2190399	1.821932	0.379021
Spaery	Eretmodini	lpj	F	0	1.506919	3.01045	0.9476165	6.931166	0	18.30316	0.1903111	4.070498	0
Spaery	Eretmodini	liver	F	0.538003	0.1312912	0.5995138	0	0.9202012	0	16.64684	0	0.3152397	0
Spaery	Eretmodini	ovaries	F	0	0.1181781	1.349089	0	0.4141466	0	0.4201174	0.1193992	0.2837542	2.479263
Spaery	Eretmodini	brain	F	34.36856	20.09005	13.80509	16.68113	8.544193	2.967597	5.662685	1.379451	11.23985	2.045971
Spaery	Eretmodini	gills	F	0	0.4559535	35.91478	0	9.853447	5.395567	7.113918	0.1535549	0	0
Spaery	Eretmodini	lpj	F	0	1.063049	1.618064	0	6.208966	0.3594197	16.48103	0.1790055	2.977868	0
Spaery	Eretmodini	liver	F	0	0.08220541	0.4692172	0	1.00829	0	8.913206	0	0	0
Spaery	Eretmodini	ovaries	F	0	0	1.333524	0	3.070263	0.4739439	0.06921172	0	0.5609607	1.633772
Spaery	Eretmodini	brain	F	222.8405	19.53799	13.01069	88.46167	6.846948	3.633214	8.87501	1.315991	11.72803	0
Tanirs	Eretmodini	liver	M	0	0.04960333	0.05662581	0	1.129904	0.05031305	20.66087	0	0	0
Tanirs	Eretmodini	testes	M	0.7833535	0.1911651	0.9820301	0.9617042	3.01466	2.520704	0.7928467	0.3862807	1.147503	0.3342051
Tanirs	Eretmodini	gills	M	0	0.3379729	35.10968	0	9.830534	7.061856	3.524333	0.204879	2.759091	1.418069
Tanirs	Eretmodini	lpj	M	0	0.7603104	4.339748	0	7.105209	0.7711888	5.856212	0.2560554	5.780941	0.8861434
Tanirs	Eretmodini	brain	M	211.975	13.79445	11.3731	129.1545	7.385531	3.497954	3.405458	1.935692	9.200408	5.359153
Tanirs	Eretmodini	liver	F	0	0.3173147	0.1811189	0	2.502015	0	20.96271	0	0	0.5547464
Tanirs	Eretmodini	ovaries	F	0	0	0.8829207	0	0.9034707	0	15.42768	0	0.3095082	1.802857
Tanirs	Eretmodini	gills	F	0	0.4992553	28.83878	0	6.998418	10.12797	3.313014	0.1008828	0.719249	0.3491299
Tanirs	Eretmodini	lpj	F	0	0.797915	6.603865	0	7.340119	0.2023329	10.04611	0.2015399	3.831703	0
Tanirs	Eretmodini	brain	F	177.9609	9.126292	15.80711	107.656	3.859949	4.788036	7.271825	2.225659	7.556168	5.501748
Tanirs	Eretmodini	liver	M	0	0	0.1475048	0	1.132035	0	22.50776	0	0	0
Tanirs	Eretmodini	testes	M	0	0.7781578	0.2961079	1.304906	1.363499	0.2630972	0.9221045	0.5241321	3.736827	0
Tanirs	Eretmodini	gills	M	0	0.1796214	31.98794	0	7.86838	6.194508	2.660606	0	0.4312841	0.6280475
Tanirs	Eretmodini	lpj	M	0	0.7170089	3.274071	0	8.794472	0.5454508	9.027468	0.3622087	4.303976	0
Tanirs	Eretmodini	brain	M	162.3001	12.47458	14.59665	78.44562	8.196799	4.428572	4.988984	1.260347	5.990473	3.271308
Tanirs	Eretmodini	liver	F	0	0.2004735	0	0	0.7025449	0	21.85532	0	0	0
Tanirs	Eretmodini	ovaries	F	0	0	1.385354	0	1.488478	0.1230912	3.451285	0	0.2913817	0.4243179
Tanirs	Eretmodini	gills	F	0	0	22.63769	1.017971	9.218557	2.873427	2.757482	0.4088808	1.457568	0.7075168
Tanirs	Eretmodini	lpj	F	0	0.3824917	3.929779	0	7.037177	0.5819465	9.971423	0	2.755171	0
Tanirs	Eretmodini	brain	F	276.3837	8.387205	12.3672	103.7268	8.572772	4.253604	5.797577	1.765389	9.230049	0
Tanirs	Eretmodini	liver	F	0	0	0.194835	0	2.691492	0	41.96565	0	0.8195939	0
Tanirs	Eretmodini	ovaries	F	0	0	2.061466	0.3785247	2.900489	0.305275	1.515733	0	0.1806619	0.2630848
Tanirs	Eretmodini	gills	F	0.4258631	1.143177	32.50687	0	22.03401	2.108243	5.110714	0.2099981	0.748596	2.180251
Tanirs	Eretmodini	lpj	F	0.2745658	0.4690244	15.37436	0.3370779	26.88562	1.834979	8.733787	0.1353916	2.091443	2.811338
Tanirs	Eretmodini	brain	F	312.6904	21.80205	9.51624	72.58282	5.617922	1.300823	5.698915	2.915381	10.77759	6.726266
Tanirs	Eretmodini	liver	M	0.3158154	0	0.7038462	0	0.8102567	0	29.58978	0	0	0
Tanirs	Eretmodini	testes	M	0.7994757	0.5852985	2.895364	2.944491	18.11838	0.7915639	9.363187	0	2.34224	3.410833
Tanirs	Eretmodini	gills	M	0	2.199126	28.7562	0	10.50911	4.461181	5.804114	0.2019862	1.440071	0.6990234
Tanirs	Eretmodini	lpj	M	0	1.278421	4.169743	0	13.76041	0.3704892	17.74607	0	9.208743	0
Tanirs	Eretmodini	brain	M	99.44048	12.52485	10.72352	42.00626	7.315405	4.499351	9.121488	1.845413	8.771311	0
TeldhS	Lamprologini	liver	M	0	0	0	0	3.049049	0	9.205379	0.251156	0	0
TeldhS	Lamprologini	testes	M	0.7255584	0.1770611	0	4.453753	2.171743	0	1.468702	0.1788906	5.526777	0
TeldhS	Lamprologini	gills	M	0	0.6782062	19.87169	0	34.85864	2.06373	4.420149	0	3.256845	0.7904508
TeldhS	Lamprologini	lpj	M	0	1.033354	1.415579	0	14.48527	0	6.612346	0.2088063	2.481159	0
TeldhS	Lamprologini	brain	M	1040.032	11.50384	2.051949	242.343	3.779474	1.823193	7.880923	0.7264191	1.726347	1.256977
TeldhS	Lamprologini	liver	M	0	0	0	0	2.829314	0	3.211784	0.116528	0	0.8065481
TeldhS	Lamprologini	testes	M	1.199352	0.2926831	0	0	6.666965	0.2968708	3.121423	1.182829	0	0
TeldhS	Lamprologini	gills	M	0	0.8547091	19.18902	0	38.18965	6.068567	5.317287	0.1439234	1.710182	0.4980827
TeldhS	Lamprologini	lpj	M	0	0.9855496	1.968884	0	10.79309	0.2499127	9.634849	0.2489332	6.507534	0
TeldhS	Lamprologini	brain	M	808.3903	6.543117	5.975555	148.1256	5.732471	3.318367	6.202791	2.974826	4.713149	1.143902
TeldhS	Lamprologini	liver	F	0	0.1663747	0.5697863	0	3.206764	0	8.477506	0	0	0
TeldhS	Lamprologini	ovaries	F	2.112851	1.031217	0.1177209	0	1.084147	0.4183884	6.781962	0.5209358	0.7428077	1.081697
TeldhS	Lamprologini	gills	F	0	2.267008	26.11481	0	20.58365	2.717524	6.715919	0.4164421	3.463886	2.161802
TeldhS	Lamprologini	lpj	F	0	3.959698	4.339472	0	11.10118	0.3213082	13.79501	0.6400979	2.281805	0
TeldhS	Lamprologini	brain	F	355.0088	5.026566	3.037866	124.9495	3.108572	2.399287	7.533094	0	8.5194	1.033848
TeldhS	Lamprologini	liver	F	0	0	0.1506104	0	2.542912	0	5.315484	0	0	0
TeldhS	Lamprologini	ovaries	F	0	3.531663	0.1390224	0	3.84097	0.7411434	1.154473	0.4921591	0.8772184	0.8516194
TeldhS	Lamprologini	gills	F	0	1.832333	22.31191	0	32.1064	3.097583	5.669467	0.2056962	1.955362	0
TeldhS	Lamprologini	lpj	F	0	4.390864	1.253123	0	13.46404	0	13.9183	0.6654349	3.689974	0
TeldhS	Lamprologini	brain	F	1.751095	2.563963	10.73215	3.224665	20.21676	2.167207	1.26594	0.2158713	2.565109	0
