Options:
Model:                           Discrete: Independent
Tree File Name:                  ./OTVT/Pair_bonding/phyl_tree/trees_translated/OT_9.nex
Data File Name:                  /Users/psorigue/fil/BayesTraitsV4/OTVT/Pair_bonding/phyl_tree/10e7/runs//OT_9_ind.txt
Log File Name:                   /Users/psorigue/fil/BayesTraitsV4/OTVT/Pair_bonding/phyl_tree/10e7/runs//OT_9_ind.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2974659746
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10000000
Burn in:                         100000
MCMC ML Start:                   False
Schedule File:                   /Users/psorigue/fil/BayesTraitsV4/OTVT/Pair_bonding/phyl_tree/10e7/runs//OT_9_ind.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - uniform 0.00 100.00 
        beta1 - uniform 0.00 100.00 
        alpha2 - uniform 0.00 100.00 
        beta2 - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       166
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
8298000	-102.413586	1	0.198559	32.011563	0.130146	0.186672	0.150513	0.349487	0.150513	0.349487	
8299000	-104.304601	1	0.343988	13.656075	0.176651	0.128692	0.272566	0.227434	0.272566	0.227434	
8300000	-104.055293	1	1.966691	91.485544	0.218497	0.156306	0.264772	0.235228	0.264772	0.235228	
8301000	-103.015559	1	0.964055	75.982542	0.078799	0.142207	0.071750	0.428250	0.071750	0.428250	
8302000	-101.922532	1	0.170046	25.134355	0.158975	0.165456	0.203855	0.296145	0.203855	0.296145	
8303000	-102.808878	1	1.181567	79.941580	0.111153	0.172417	0.124333	0.375667	0.124333	0.375667	
8304000	-102.833882	1	0.168263	87.494250	0.150202	0.190352	0.177181	0.322819	0.177181	0.322819	
8305000	-105.030573	1	0.899359	70.482809	0.044525	0.122497	0.015285	0.484715	0.015285	0.484715	
8306000	-102.028355	1	0.185029	36.387853	0.131465	0.134701	0.198902	0.301098	0.198902	0.301098	
8307000	-102.027527	1	0.469842	75.475694	0.115486	0.162709	0.138252	0.361748	0.138252	0.361748	
8308000	-104.624519	1	0.059127	56.931856	0.148027	0.223096	0.164952	0.335048	0.164952	0.335048	
8309000	-103.313225	1	0.237447	81.860390	0.237439	0.192912	0.245678	0.254322	0.245678	0.254322	
8310000	-103.952223	1	1.460150	58.108706	0.178014	0.186842	0.209410	0.290590	0.209410	0.290590	
8311000	-102.312528	1	0.500662	36.797701	0.150223	0.166420	0.191887	0.308113	0.191887	0.308113	
8312000	-103.042288	1	0.209203	59.680126	0.154161	0.114521	0.276083	0.223917	0.276083	0.223917	
8313000	-103.469249	1	0.071169	37.898645	0.209315	0.208719	0.223754	0.276246	0.223754	0.276246	
8314000	-104.146973	1	0.776289	36.596680	0.109318	0.191273	0.114007	0.385993	0.114007	0.385993	
8315000	-104.928365	1	0.643580	26.584247	0.252822	0.188432	0.254297	0.245703	0.254297	0.245703	
8316000	-103.465343	1	1.103064	86.075384	0.074513	0.123155	0.075203	0.424797	0.075203	0.424797	
8317000	-102.078492	1	0.304670	72.434083	0.173120	0.162611	0.222266	0.277734	0.222266	0.277734	
8318000	-102.842599	1	0.210803	79.572846	0.125289	0.189475	0.141721	0.358279	0.141721	0.358279	
8319000	-103.804510	1	1.972659	79.577348	0.186522	0.159801	0.237816	0.262184	0.237816	0.262184	
8320000	-103.464094	1	0.633682	89.891683	0.253773	0.175362	0.263287	0.236713	0.263287	0.236713	
8321000	-104.000721	1	1.150626	53.722062	0.131616	0.197535	0.148797	0.351203	0.148797	0.351203	
8322000	-102.785323	1	0.426471	52.225590	0.201280	0.141518	0.272610	0.227390	0.272610	0.227390	
8323000	-102.358202	1	0.550442	67.321542	0.196021	0.172772	0.234056	0.265944	0.234056	0.265944	
8324000	-104.517015	1	0.825483	67.835681	0.286370	0.214221	0.252262	0.247738	0.252262	0.247738	
8325000	-103.014673	1	1.255629	61.719430	0.130132	0.140364	0.188171	0.311829	0.188171	0.311829	
8326000	-102.600641	1	0.629744	65.377177	0.142847	0.192769	0.166506	0.333494	0.166506	0.333494	
8327000	-102.543821	1	0.160843	58.493811	0.093053	0.149794	0.099877	0.400123	0.099877	0.400123	
8328000	-103.717146	1	0.745991	99.312766	0.072721	0.178784	0.049612	0.450388	0.049612	0.450388	
8329000	-103.648194	1	0.977030	75.648697	0.231139	0.213226	0.234162	0.265838	0.234162	0.265838	
8330000	-103.085791	1	0.719529	82.293327	0.224926	0.154014	0.271001	0.228999	0.271001	0.228999	
8331000	-102.992533	1	0.054675	67.447990	0.147309	0.154364	0.199025	0.300975	0.199025	0.300975	
8332000	-102.232685	1	1.162067	97.816134	0.120727	0.138858	0.172102	0.327898	0.172102	0.327898	
8333000	-104.181629	1	0.188823	36.273402	0.048476	0.137883	0.018282	0.481718	0.018282	0.481718	
8334000	-108.568946	1	2.622878	43.578179	0.101826	0.131127	0.139663	0.360337	0.139663	0.360337	
8335000	-102.833497	1	0.528385	82.430037	0.226313	0.181651	0.246984	0.253016	0.246984	0.253016	
8336000	-104.734498	1	0.710102	92.389954	0.302067	0.185995	0.267725	0.232275	0.267725	0.232275	
8337000	-101.933733	1	0.698700	87.928938	0.122028	0.144147	0.168012	0.331988	0.168012	0.331988	
8338000	-102.349666	1	0.411108	71.045896	0.166036	0.190965	0.195318	0.304682	0.195318	0.304682	
8339000	-103.817099	1	1.078507	64.749390	0.120629	0.200901	0.130783	0.369217	0.130783	0.369217	
8340000	-104.875487	1	0.245094	10.431053	0.248148	0.166087	0.268965	0.231035	0.268965	0.231035	
8341000	-105.876070	1	2.308232	93.236719	0.272412	0.234703	0.243315	0.256685	0.243315	0.256685	
8342000	-103.598475	1	0.159326	48.827780	0.254602	0.195030	0.251368	0.248632	0.251368	0.248632	
8343000	-102.724084	1	0.874004	50.655694	0.160855	0.149254	0.222824	0.277176	0.222824	0.277176	
8344000	-101.906652	1	0.533613	95.814675	0.150223	0.146297	0.212551	0.287449	0.212551	0.287449	
8345000	-103.035870	1	0.380297	72.929841	0.161260	0.114241	0.286260	0.213740	0.286260	0.213740	
8346000	-102.261881	1	0.523824	92.642472	0.132298	0.125693	0.216141	0.283859	0.216141	0.283859	
8347000	-103.096887	1	0.768903	51.559711	0.211483	0.176925	0.241746	0.258254	0.241746	0.258254	
8348000	-105.662697	1	2.632199	70.522281	0.191057	0.191143	0.218401	0.281599	0.218401	0.281599	
8349000	-102.517449	1	0.108565	30.421816	0.156652	0.127155	0.251866	0.248134	0.251866	0.248134	
8350000	-103.139529	1	0.052868	49.912078	0.120896	0.175522	0.140474	0.359526	0.140474	0.359526	
8351000	-102.492883	1	0.544428	50.152658	0.176437	0.187303	0.207669	0.292331	0.207669	0.292331	
8352000	-105.130405	1	0.240669	86.786144	0.086550	0.090426	0.186856	0.313144	0.186856	0.313144	
8353000	-103.247985	1	0.612633	74.200882	0.156524	0.109893	0.291151	0.208849	0.291151	0.208849	
8354000	-105.973572	1	0.494092	25.699952	0.318577	0.215809	0.257097	0.242903	0.257097	0.242903	
8355000	-102.437841	1	0.091916	12.927106	0.091385	0.158318	0.091214	0.408786	0.091214	0.408786	
8356000	-103.208384	1	1.766048	93.303615	0.192730	0.171109	0.232783	0.267217	0.232783	0.267217	
8357000	-103.979326	1	1.167407	44.369115	0.098307	0.149564	0.111966	0.388034	0.111966	0.388034	
8358000	-104.703544	1	2.345178	72.763808	0.104476	0.134914	0.141153	0.358847	0.141153	0.358847	
8359000	-105.150063	1	0.318902	52.447153	0.297059	0.259771	0.244637	0.255363	0.244637	0.255363	
8360000	-104.280620	1	0.116349	14.126994	0.130551	0.227170	0.141481	0.358519	0.141481	0.358519	
8361000	-102.685914	1	0.231771	16.970558	0.143488	0.185612	0.170541	0.329459	0.170541	0.329459	
8362000	-103.559163	1	0.967013	64.060114	0.235244	0.180506	0.252121	0.247879	0.252121	0.247879	
8363000	-102.734508	1	0.266253	72.146656	0.185954	0.200024	0.210119	0.289881	0.210119	0.289881	
8364000	-102.158998	1	0.644894	59.908223	0.160685	0.147897	0.224305	0.275695	0.224305	0.275695	
8365000	-102.447163	1	0.030352	7.043742	0.126006	0.121715	0.211865	0.288135	0.211865	0.288135	
8366000	-102.968735	1	1.528841	98.816400	0.133575	0.186785	0.155720	0.344280	0.155720	0.344280	
8367000	-104.907842	1	1.843529	72.271790	0.127892	0.206150	0.140909	0.359091	0.140909	0.359091	
8368000	-102.407032	1	0.035334	13.222045	0.113639	0.131231	0.167888	0.332112	0.167888	0.332112	
8369000	-104.355154	1	0.485840	49.757246	0.205304	0.245428	0.212751	0.287249	0.212751	0.287249	
8370000	-104.032606	1	1.103093	78.682580	0.261232	0.185714	0.258724	0.241276	0.258724	0.241276	
8371000	-103.111766	1	1.700810	91.158682	0.112886	0.169840	0.128938	0.371062	0.128938	0.371062	
8372000	-105.356121	1	0.248186	67.332943	0.210806	0.267811	0.214026	0.285974	0.214026	0.285974	
8373000	-103.510296	1	0.613790	79.530655	0.188510	0.226199	0.204226	0.295774	0.204226	0.295774	
8374000	-103.577683	1	1.931614	82.736253	0.125506	0.129656	0.195821	0.304179	0.195821	0.304179	
8375000	-104.734445	1	0.748373	86.210167	0.239131	0.119198	0.336089	0.163911	0.336089	0.163911	
8376000	-102.482714	1	0.754548	91.428900	0.100320	0.169545	0.104536	0.395464	0.104536	0.395464	
8377000	-101.980075	1	0.550738	65.396923	0.131379	0.165771	0.164336	0.335664	0.164336	0.335664	
8378000	-103.749655	1	0.836647	71.810737	0.238531	0.218785	0.235747	0.264253	0.235747	0.264253	
8379000	-105.131686	1	0.217887	50.389275	0.286306	0.261387	0.242300	0.257700	0.242300	0.257700	
8380000	-102.340282	1	0.346354	32.477861	0.100741	0.139898	0.126359	0.373641	0.126359	0.373641	
8381000	-103.695156	1	0.568073	72.635362	0.210529	0.231201	0.218301	0.281699	0.218301	0.281699	
8382000	-103.618890	1	0.646845	73.474655	0.118510	0.209086	0.125715	0.374285	0.125715	0.374285	
8383000	-102.241272	1	0.298234	98.997212	0.133142	0.173309	0.162075	0.337925	0.162075	0.337925	
8384000	-102.498162	1	0.868254	54.421892	0.151831	0.160364	0.199303	0.300697	0.199303	0.300697	
8385000	-103.855807	1	0.534060	29.243625	0.091176	0.179139	0.083317	0.416683	0.083317	0.416683	
8386000	-102.573304	1	0.021087	12.108875	0.107002	0.145245	0.135291	0.364709	0.135291	0.364709	
8387000	-102.478594	1	0.734857	94.013119	0.158044	0.126165	0.255652	0.244348	0.255652	0.244348	
8388000	-105.047662	1	0.598128	95.197345	0.296370	0.255826	0.245028	0.254972	0.245028	0.254972	
8389000	-103.676671	1	1.150261	52.937577	0.161062	0.193562	0.188694	0.311306	0.188694	0.311306	
8390000	-106.353276	1	1.762154	48.345037	0.243902	0.169002	0.264709	0.235291	0.264709	0.235291	
8391000	-104.297354	1	0.207123	11.959872	0.244480	0.216584	0.238887	0.261113	0.238887	0.261113	
8392000	-102.673165	1	1.259067	78.043413	0.173387	0.162039	0.223082	0.276918	0.223082	0.276918	
8393000	-102.849853	1	0.497510	34.494096	0.183529	0.142916	0.255677	0.244323	0.255677	0.244323	
8394000	-103.323988	1	0.240508	25.656307	0.240461	0.200971	0.243103	0.256897	0.243103	0.256897	
8395000	-102.384435	1	1.091023	91.221268	0.162664	0.179798	0.197719	0.302281	0.197719	0.302281	
8396000	-103.771586	1	0.659224	81.897414	0.068761	0.113104	0.069314	0.430686	0.069314	0.430686	
8397000	-103.438787	1	0.085299	58.585607	0.092758	0.119537	0.132855	0.367145	0.132855	0.367145	
8398000	-103.308173	1	0.941844	80.507147	0.105331	0.191301	0.106851	0.393149	0.106851	0.393149	
8399000	-102.946178	1	0.344436	56.590509	0.159127	0.115131	0.281323	0.218677	0.281323	0.218677	
8400000	-103.258860	1	1.955483	95.356631	0.111186	0.165760	0.128004	0.371996	0.128004	0.371996	
8401000	-103.369639	1	0.043414	21.605406	0.203022	0.208338	0.219791	0.280209	0.219791	0.280209	
8402000	-103.655796	1	1.153799	43.975280	0.153050	0.159889	0.201367	0.298633	0.201367	0.298633	
8403000	-102.706775	1	0.661130	49.728655	0.196304	0.164318	0.241505	0.258495	0.241505	0.258495	
8404000	-103.734357	1	0.210302	64.541078	0.217877	0.128956	0.305154	0.194846	0.305154	0.194846	
8405000	-102.401750	1	0.638525	85.149022	0.149683	0.125413	0.245483	0.254517	0.245483	0.254517	
8406000	-103.713846	1	1.500888	85.535993	0.207262	0.140086	0.279086	0.220914	0.279086	0.220914	
8407000	-102.798593	1	0.148530	22.058448	0.184348	0.206329	0.206360	0.293640	0.206360	0.293640	
8408000	-103.425185	1	0.404736	74.231494	0.106741	0.200314	0.107478	0.392522	0.107478	0.392522	
8409000	-103.279705	1	0.800811	47.581111	0.175785	0.198461	0.201737	0.298263	0.201737	0.298263	
8410000	-103.785889	1	2.115223	84.334223	0.100450	0.144923	0.120740	0.379260	0.120740	0.379260	
8411000	-102.547678	1	0.969969	80.478383	0.192819	0.165177	0.237947	0.262053	0.237947	0.262053	
8412000	-105.263368	1	0.274122	10.902014	0.067443	0.169477	0.041850	0.458150	0.041850	0.458150	
8413000	-105.973551	1	1.611049	48.535841	0.065061	0.152881	0.040247	0.459753	0.040247	0.459753	
8414000	-102.393807	1	0.515218	40.058677	0.121942	0.133813	0.181836	0.318164	0.181836	0.318164	
8415000	-103.679317	1	1.496605	61.146055	0.176131	0.173987	0.215820	0.284180	0.215820	0.284180	
8416000	-103.150186	1	1.905020	93.773042	0.170793	0.150319	0.232993	0.267007	0.232993	0.267007	
8417000	-104.137418	1	1.310371	57.044112	0.078570	0.134730	0.076034	0.423966	0.076034	0.423966	
8418000	-102.259744	1	0.314993	46.883757	0.156000	0.131220	0.243438	0.256562	0.243438	0.256562	
8419000	-103.828852	1	0.558862	89.678614	0.208337	0.235736	0.216107	0.283893	0.216107	0.283893	
8420000	-101.976029	1	0.538889	65.203695	0.144899	0.169330	0.182323	0.317677	0.182323	0.317677	
8421000	-105.053447	1	0.061822	2.059505	0.175047	0.208234	0.197456	0.302544	0.197456	0.302544	
8422000	-102.772639	1	0.159999	79.641477	0.174920	0.189311	0.205153	0.294847	0.205153	0.294847	
8423000	-103.454360	1	0.702736	38.772116	0.185434	0.198903	0.210151	0.289849	0.210151	0.289849	
8424000	-102.457807	1	0.236092	52.698844	0.090357	0.134971	0.105725	0.394275	0.105725	0.394275	
8425000	-105.010791	1	0.730813	86.642245	0.173705	0.089072	0.375559	0.124441	0.375559	0.124441	
8426000	-102.194581	1	0.348157	53.259130	0.097425	0.143969	0.114544	0.385456	0.114544	0.385456	
8427000	-102.502829	1	0.850064	68.377067	0.185931	0.172666	0.225864	0.274136	0.225864	0.274136	
8428000	-103.809066	1	1.603821	58.131365	0.142434	0.147740	0.199289	0.300711	0.199289	0.300711	
8429000	-102.326002	1	0.372600	48.673327	0.102803	0.166080	0.111172	0.388828	0.111172	0.388828	
8430000	-107.861383	1	2.196519	79.739101	0.255644	0.287262	0.232226	0.267774	0.232226	0.267774	
8431000	-102.505052	1	0.400989	52.965194	0.118540	0.183641	0.132698	0.367302	0.132698	0.367302	
8432000	-102.867921	1	0.456835	31.752708	0.098096	0.164948	0.102114	0.397886	0.102114	0.397886	
8433000	-104.138816	1	0.406561	87.150571	0.058211	0.169071	0.028384	0.471616	0.028384	0.471616	
8434000	-103.925281	1	0.712514	73.633513	0.264498	0.215090	0.246347	0.253653	0.246347	0.253653	
8435000	-102.643453	1	0.607544	50.865676	0.107927	0.173212	0.117820	0.382180	0.117820	0.382180	
8436000	-103.712630	1	1.236480	68.497055	0.177377	0.208596	0.199487	0.300513	0.199487	0.300513	
8437000	-103.071115	1	0.142687	81.208807	0.191068	0.141245	0.264868	0.235132	0.264868	0.235132	
8438000	-102.280853	1	0.530668	54.017634	0.157885	0.135855	0.238048	0.261952	0.238048	0.261952	
8439000	-103.929389	1	0.281379	60.045388	0.265075	0.165594	0.275001	0.224999	0.275001	0.224999	
8440000	-104.057650	1	0.303984	62.680634	0.053536	0.124444	0.027293	0.472707	0.027293	0.472707	
8441000	-103.643638	1	0.870477	47.030109	0.213988	0.193906	0.232961	0.267039	0.232961	0.267039	
8442000	-102.451678	1	0.151613	49.573583	0.180639	0.183725	0.213622	0.286378	0.213622	0.286378	
8443000	-103.930338	1	0.580320	20.609621	0.135296	0.141288	0.196013	0.303987	0.196013	0.303987	
8444000	-103.192612	1	1.055979	73.814600	0.211677	0.193787	0.231609	0.268391	0.231609	0.268391	
8445000	-105.639847	1	2.445121	92.163067	0.069292	0.111155	0.073199	0.426801	0.073199	0.426801	
8446000	-104.138236	1	1.807494	97.984349	0.087800	0.183000	0.076082	0.423918	0.076082	0.423918	
8447000	-103.191521	1	0.043061	55.297560	0.171143	0.157762	0.224983	0.275017	0.224983	0.275017	
8448000	-104.157932	1	0.714127	44.747841	0.139646	0.217151	0.155336	0.344664	0.155336	0.344664	
8449000	-103.442417	1	0.991501	44.628798	0.179087	0.153492	0.237762	0.262238	0.237762	0.262238	
8450000	-109.855579	1	0.031161	18.414857	0.477270	0.274920	0.252987	0.247013	0.252987	0.247013	
8451000	-103.289718	1	0.487781	86.908336	0.246973	0.175373	0.260774	0.239226	0.260774	0.239226	
8452000	-105.001982	1	0.073302	58.755522	0.110410	0.217203	0.111479	0.388521	0.111479	0.388521	
8453000	-103.285825	1	1.898669	88.907214	0.155131	0.138156	0.230761	0.269239	0.230761	0.269239	
8454000	-103.181918	1	0.277968	21.265384	0.124220	0.112534	0.229127	0.270873	0.229127	0.270873	
8455000	-104.743661	1	0.090892	26.926925	0.294721	0.177874	0.271721	0.228279	0.271721	0.228279	
8456000	-102.278223	1	0.495816	40.639392	0.152102	0.141565	0.221568	0.278432	0.221568	0.278432	
8457000	-103.888175	1	1.197632	46.042382	0.145466	0.180344	0.176002	0.323998	0.176002	0.323998	
8458000	-105.175509	1	1.126976	52.385317	0.275886	0.187327	0.261852	0.238148	0.261852	0.238148	
8459000	-103.349785	1	1.414431	99.367892	0.198687	0.207363	0.217128	0.282872	0.217128	0.282872	
8460000	-102.592361	1	0.472203	58.507375	0.131504	0.191332	0.150752	0.349248	0.150752	0.349248	
8461000	-102.262959	1	1.085041	86.258482	0.143056	0.140834	0.209302	0.290698	0.209302	0.290698	
8462000	-102.905468	1	0.017783	17.434292	0.137549	0.169423	0.171472	0.328528	0.171472	0.328528	
8463000	-102.675092	1	0.308324	97.723045	0.118533	0.119350	0.200793	0.299207	0.200793	0.299207	
8464000	-103.011030	1	0.591912	48.037597	0.177082	0.203589	0.200942	0.299058	0.200942	0.299058	
8465000	-102.648840	1	0.746309	54.144256	0.102850	0.161692	0.113664	0.386336	0.113664	0.386336	
8466000	-102.167908	1	0.809714	72.585298	0.117107	0.157711	0.145076	0.354924	0.145076	0.354924	
8467000	-102.255721	1	0.362314	70.339836	0.094909	0.146057	0.106898	0.393102	0.106898	0.393102	
8468000	-103.888897	1	0.902397	64.261384	0.229871	0.219995	0.231456	0.268544	0.231456	0.268544	
8469000	-102.777648	1	1.072853	87.426302	0.149813	0.194004	0.175128	0.324872	0.175128	0.324872	
8470000	-102.285465	1	0.180667	19.014836	0.144331	0.182305	0.173378	0.326622	0.173378	0.326622	
8471000	-104.233925	1	0.335784	98.818962	0.282962	0.197326	0.258256	0.241744	0.258256	0.241744	
8472000	-102.603639	1	1.714756	99.829575	0.147357	0.159121	0.194336	0.305664	0.194336	0.305664	
8473000	-103.243644	1	0.986656	69.777169	0.126669	0.195628	0.141831	0.358169	0.141831	0.358169	
8474000	-103.910836	1	0.433618	79.155702	0.236406	0.235171	0.230769	0.269231	0.230769	0.269231	
8475000	-102.888524	1	1.210051	98.680900	0.083122	0.152229	0.076240	0.423760	0.076240	0.423760	
8476000	-103.028165	1	0.272563	20.780351	0.217027	0.176125	0.245717	0.254283	0.245717	0.254283	
8477000	-108.125181	1	4.469572	77.570515	0.135974	0.128537	0.217435	0.282565	0.217435	0.282565	
8478000	-103.379375	1	0.404083	48.124093	0.117163	0.203929	0.124478	0.375522	0.124478	0.375522	
8479000	-103.565894	1	1.366983	90.561706	0.079508	0.121503	0.091032	0.408968	0.091032	0.408968	
8480000	-102.050731	1	0.616848	94.206304	0.126007	0.170782	0.151962	0.348038	0.151962	0.348038	
8481000	-103.114867	1	1.711797	86.427721	0.160834	0.178206	0.196627	0.303373	0.196627	0.303373	
8482000	-103.474339	1	0.942153	93.532471	0.145552	0.105738	0.286552	0.213448	0.286552	0.213448	
8483000	-103.004157	1	1.318184	88.020782	0.198054	0.151949	0.256064	0.243936	0.256064	0.243936	
8484000	-103.361145	1	0.117260	68.696512	0.182581	0.127230	0.281324	0.218676	0.281324	0.218676	
8485000	-103.375197	1	0.185117	32.401319	0.250077	0.173993	0.263008	0.236992	0.263008	0.236992	
8486000	-103.721206	1	0.403677	30.383449	0.219462	0.219412	0.226284	0.273716	0.226284	0.273716	
8487000	-103.194989	1	0.733469	37.122440	0.099534	0.142574	0.120799	0.379201	0.120799	0.379201	
8488000	-103.572037	1	0.416610	53.471916	0.070446	0.115749	0.071319	0.428681	0.071319	0.428681	
8489000	-103.711906	1	0.713727	63.462057	0.206172	0.123663	0.308200	0.191800	0.308200	0.191800	
8490000	-103.387890	1	1.224991	70.437022	0.105059	0.179262	0.109913	0.390087	0.109913	0.390087	
8491000	-103.576000	1	1.434527	63.010748	0.179817	0.180052	0.215146	0.284854	0.215146	0.284854	
8492000	-103.600239	1	1.223825	86.639011	0.238511	0.196042	0.244561	0.255439	0.244561	0.255439	
8493000	-103.581044	1	0.549649	95.126987	0.258314	0.174530	0.265448	0.234552	0.265448	0.234552	
8494000	-103.075544	1	0.051086	56.480364	0.162423	0.145530	0.229499	0.270501	0.229499	0.270501	
8495000	-104.627756	1	0.094772	73.853808	0.196567	0.111656	0.329031	0.170969	0.329031	0.170969	
8496000	-102.347765	1	0.663517	47.137785	0.122996	0.156834	0.156916	0.343084	0.156916	0.343084	
8497000	-103.585506	1	0.682904	62.520488	0.089935	0.188087	0.079162	0.420838	0.079162	0.420838	
8498000	-105.061640	1	0.470793	60.534149	0.272224	0.263590	0.238713	0.261287	0.238713	0.261287	
8499000	-101.883278	1	0.510630	77.911177	0.149395	0.164921	0.192000	0.308000	0.192000	0.308000	
8500000	-105.157761	1	1.563365	56.602066	0.170865	0.113900	0.298635	0.201365	0.298635	0.201365	
8501000	-104.063183	1	0.629633	38.938281	0.089836	0.188480	0.078914	0.421086	0.078914	0.421086	
8502000	-102.353321	1	1.043126	87.194729	0.134492	0.175413	0.162909	0.337091	0.162909	0.337091	
8503000	-105.367915	1	1.152399	73.447569	0.289453	0.246932	0.245015	0.254985	0.245015	0.254985	
8504000	-102.780882	1	0.886054	97.431413	0.207562	0.195530	0.228135	0.271865	0.228135	0.271865	
8505000	-102.572890	1	0.860327	64.879674	0.137015	0.128496	0.219323	0.280677	0.219323	0.280677	
8506000	-102.714052	1	0.469268	26.949712	0.152305	0.145189	0.216883	0.283117	0.216883	0.283117	
8507000	-101.832418	1	0.514101	83.339135	0.131602	0.150861	0.178053	0.321947	0.178053	0.321947	
8508000	-106.210095	1	1.092953	54.206931	0.306641	0.252965	0.247208	0.252792	0.247208	0.252792	
8509000	-102.291001	1	0.137676	58.472546	0.164731	0.154882	0.220925	0.279075	0.220925	0.279075	
8510000	-103.828229	1	1.964395	89.938353	0.208080	0.184764	0.234331	0.265669	0.234331	0.265669	
8511000	-103.117550	1	0.855477	51.401077	0.158213	0.193088	0.185663	0.314337	0.185663	0.314337	
8512000	-103.052040	1	1.854314	89.463825	0.149056	0.145127	0.212409	0.287591	0.212409	0.287591	
8513000	-104.006745	1	0.462725	46.512093	0.242692	0.140394	0.297712	0.202288	0.297712	0.202288	
8514000	-103.553393	1	0.725664	30.279969	0.147067	0.136643	0.221674	0.278326	0.221674	0.278326	
8515000	-105.958521	1	1.821234	46.519167	0.187435	0.139208	0.264811	0.235189	0.264811	0.235189	
8516000	-102.783648	1	1.005083	96.176663	0.081585	0.137466	0.081450	0.418550	0.081450	0.418550	
8517000	-104.968094	1	0.671348	64.983504	0.292493	0.164386	0.282079	0.217921	0.282079	0.217921	
8518000	-102.080520	1	0.222113	28.332549	0.132296	0.133118	0.202948	0.297052	0.202948	0.297052	
8519000	-102.929923	1	0.514906	70.551184	0.075724	0.157062	0.059008	0.440992	0.059008	0.440992	
8520000	-105.142216	1	0.154165	64.126749	0.297641	0.243718	0.247170	0.252830	0.247170	0.252830	
8521000	-102.654131	1	0.499494	88.634418	0.122992	0.190665	0.137575	0.362425	0.137575	0.362425	
8522000	-104.473990	1	0.650191	54.164763	0.182171	0.101203	0.345341	0.154659	0.345341	0.154659	
8523000	-105.238831	1	0.465574	50.701184	0.208279	0.265391	0.212713	0.287287	0.212713	0.287287	
8524000	-102.447468	1	0.480895	52.533592	0.138503	0.187570	0.162629	0.337371	0.162629	0.337371	
8525000	-102.672171	1	0.315198	41.105388	0.193757	0.139067	0.270465	0.229535	0.270465	0.229535	
8526000	-105.058321	1	1.929555	69.768420	0.104376	0.109236	0.188554	0.311446	0.188554	0.311446	
8527000	-102.260035	1	0.392378	57.352101	0.184749	0.181181	0.218856	0.281144	0.218856	0.281144	
8528000	-102.379756	1	1.015937	96.218173	0.100896	0.158208	0.111664	0.388336	0.111664	0.388336	
8529000	-105.165069	1	1.795989	66.906277	0.178758	0.114722	0.305086	0.194914	0.305086	0.194914	
8530000	-101.929995	1	0.329636	72.258524	0.124412	0.158450	0.158117	0.341883	0.158117	0.341883	
8531000	-103.466805	1	0.392739	28.258918	0.209937	0.138549	0.283316	0.216684	0.283316	0.216684	
8532000	-102.461260	1	0.468000	64.253713	0.204669	0.174748	0.238852	0.261148	0.238852	0.261148	
8533000	-106.346959	1	0.282079	90.417859	0.283189	0.122228	0.340551	0.159449	0.340551	0.159449	
8534000	-103.417376	1	0.211682	57.010026	0.140229	0.212927	0.156943	0.343057	0.156943	0.343057	
8535000	-103.100048	1	0.368573	41.889776	0.129890	0.202936	0.144684	0.355316	0.144684	0.355316	
8536000	-102.543339	1	0.314064	94.648107	0.199004	0.159827	0.247977	0.252023	0.247977	0.252023	
8537000	-102.716927	1	0.732954	60.259042	0.087477	0.146740	0.089088	0.410912	0.089088	0.410912	
8538000	-102.298230	1	0.849460	61.450289	0.130564	0.145084	0.182845	0.317155	0.182845	0.317155	
8539000	-104.435060	1	0.756971	42.318956	0.253181	0.162905	0.273798	0.226202	0.273798	0.226202	
8540000	-102.867852	1	1.064576	80.090759	0.156297	0.124737	0.256178	0.243822	0.256178	0.243822	
8541000	-102.203512	1	0.069813	8.064287	0.163057	0.139096	0.239460	0.260540	0.239460	0.260540	
8542000	-102.703294	1	1.149958	73.045851	0.178505	0.169019	0.221984	0.278016	0.221984	0.278016	
8543000	-102.022864	1	0.665697	65.246181	0.128657	0.144558	0.180053	0.319947	0.180053	0.319947	
8544000	-102.589004	1	0.183070	84.851730	0.187773	0.169365	0.230095	0.269905	0.230095	0.269905	
8545000	-103.418909	1	0.558114	83.876646	0.175957	0.223347	0.194287	0.305713	0.194287	0.305713	
8546000	-104.298603	1	0.835542	89.469178	0.273867	0.230223	0.244720	0.255280	0.244720	0.255280	
